ID,N_CLASSES,N_FEATURES,TIME_STEPS,BATCH_SIZE,MAX_EPOCHS,OUTPUT_THRESHOLD,TRAIN_SCENES,ALL_FOLDS,STAGE,LABEL_MODE,MASK_VAL,VAL_STATEFUL,PATIENCE_IN_EPOCHS,UNITS_PER_LAYER_LSTM,UNITS_PER_LAYER_MLP,LEARNING_RATE,RECURRENT_DROPOUT,INPUT_DROPOUT,LSTM_OUTPUT_DROPOUT,MLP_OUTPUT_DROPOUT,METRIC,HOSTNAME,epochs_finished,best_epochs,val_acc,best_val_acc,best_val_acc_mean,best_val_acc_std,val_acc_bac2,best_val_acc_bac2,best_val_acc_mean_bac2,best_val_acc_std_bac2,finished,elapsed_time_minutes
6,13,160,1999,128,10,0.5,-1,-1,-1,blockbased,-1,True,5,"[133, 133, 133, 133, 133]","[1200, 13]",0.001,0.0,0.0,0.0,0.40781430208115665,BAC,eltanin,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",-1,-1,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",-1,-1,False,-1
